,id,name,category,size,color,material,price,rating,reviews,new,exclusive,sporty
2508,690814825,Addidas Gloves N-5504,Gloves,M,Желтый,Шерсть,573460.0,1.78,738141.0,-,no,no
1903,587485588,Addidas Gloves P-5568,Gloves,XL,Оранжевый,Шелк,858963.0,3.72,768518.0,+,no,no
1231,174144379,Addidas Gloves R-3160,Gloves,XXL,Оранжевый,Вискоза,764251.0,3.27,39709.0,-,,yes
2290,244493969,Addidas Gloves R-5219,Gloves,M,Синий,Нейлон,832609.0,2.86,184980.0,-,yes,
885,737091194,Addidas Gloves R-6599,Gloves,XL,Фиолетовый,Лен,405380.0,3.91,490937.0,,yes,
635,629112117,Addidas Gloves U-9052,Gloves,S,Желтый,Вискоза,265489.0,4.44,712692.0,,,no
3338,861431266,Addidas Gloves V-2489,Gloves,M,Оранжевый,Кожа,624948.0,4.7,808398.0,-,yes,no
716,795731773,Addidas Gloves X-1285,Gloves,S,Фиолетовый,Кожа,564221.0,4.29,94454.0,-,,no
3549,363347485,Addidas Handbags A-2416,Handbags,L,Фиолетовый,Шелк,303593.0,2.75,443341.0,-,yes,no
2475,379876488,Addidas Handbags B-3614,Handbags,M,Зеленый,Шелк,138830.0,4.05,234972.0,+,no,
3261,477839166,Addidas Handbags B-4484,Handbags,S,Желтый,Полиэстер,808164.0,2.24,643107.0,-,no,no
117,555183363,Addidas Handbags D-7628,Handbags,XL,Зеленый,Кожа,642883.0,4.91,677902.0,+,no,
2447,857187114,Addidas Handbags N-6802,Handbags,M,Голубой,Кожа,202982.0,3.14,585574.0,,,yes
1504,517624460,Addidas Handbags N-8944,Handbags,XXL,Фиолетовый,Полиэстер,874399.0,2.02,623400.0,,,no
1475,262654276,Addidas Handbags O-2785,Handbags,S,Фиолетовый,Хлопок,597490.0,1.33,825594.0,-,no,
1168,413789526,Addidas Handbags S-3671,Handbags,L,Синий,Кожа,792916.0,1.93,594822.0,,yes,yes
2939,493723756,Addidas Handbags T-4215,Handbags,S,Голубой,Шерсть,743281.0,1.89,732045.0,,,
1593,729509951,Addidas Handbags V-3331,Handbags,XL,Желтый,Шерсть,379922.0,1.12,262238.0,+,no,no
1685,228653404,Addidas Handbags W-8653,Handbags,S,Оранжевый,Шелк,856778.0,1.7,462916.0,,yes,no
3182,107314173,Addidas Handbags Z-2777,Handbags,XL,Красный,Полиэстер,996021.0,4.76,894818.0,+,yes,no
1635,193187998,Addidas Handbags Z-9291,Handbags,M,Оранжевый,Хлопок,948592.0,3.05,445567.0,-,,yes
2304,380428931,Addidas Hat B-1532,Hat,M,Оранжевый,Хлопок,217547.0,1.12,408089.0,-,,yes
1810,550991663,Addidas Hat B-3454,Hat,M,Желтый,Лен,527145.0,4.48,233309.0,+,no,no
2103,489852983,Addidas Hat B-9725,Hat,M,Голубой,Нейлон,302944.0,3.01,345692.0,,no,no
3212,286154862,Addidas Hat H-7184,Hat,M,Фиолетовый,Шелк,152621.0,4.58,268558.0,,yes,yes
2178,677280436,Addidas Hat I-4804,Hat,L,Желтый,Хлопок,411954.0,3.27,857968.0,-,,no
387,207320900,Addidas Hat J-3004,Hat,L,Фиолетовый,Кожа,993091.0,2.09,644596.0,+,,
1403,661711491,Addidas Hat J-3337,Hat,M,Фиолетовый,Полиэстер,144603.0,2.3,886144.0,+,yes,no
1043,369601588,Addidas Hat M-2209,Hat,S,Красный,Хлопок,271123.0,2.47,268104.0,-,no,yes
2168,623524062,Addidas Hat N-1632,Hat,S,Оранжевый,Шерсть,822702.0,1.86,499176.0,-,,yes
3008,187663721,Addidas Hat N-8864,Hat,XL,Красный,Вискоза,282324.0,4.7,899045.0,-,,no
3237,557695664,Addidas Hat P-6469,Hat,M,Фиолетовый,Шерсть,879173.0,1.09,549733.0,-,no,yes
1343,717593218,Addidas Hat Q-9484,Hat,XXL,Синий,Полиэстер,771358.0,4.03,555609.0,+,,no
2787,369955756,Addidas Hat S-9819,Hat,S,Синий,Вискоза,985677.0,3.02,824121.0,+,no,yes
1004,583521499,Addidas Hat T-8941,Hat,L,Оранжевый,Вискоза,413438.0,2.06,677179.0,-,yes,no
1988,383317549,Addidas Hat U-4379,Hat,S,Голубой,Вискоза,651404.0,3.87,449290.0,+,,no
1837,437664328,Addidas Hat Y-2012,Hat,S,Зеленый,Вискоза,690535.0,1.15,574996.0,-,,no
1683,511351924,Addidas Jacket A-7011,Jacket,XL,Оранжевый,Шерсть,742031.0,3.01,73066.0,-,,no
144,496242382,Addidas Jacket C-5565,Jacket,L,Синий,Шелк,838797.0,3.89,836271.0,+,no,no
3559,251028368,Addidas Jacket G-5851,Jacket,XL,Фиолетовый,Хлопок,199090.0,1.93,179695.0,-,no,no
3280,618488683,Addidas Jacket G-8164,Jacket,S,Зеленый,Кожа,794352.0,4.27,781235.0,-,yes,no
1591,732716588,Addidas Jacket H-7808,Jacket,XL,Фиолетовый,Лен,995679.0,2.47,87493.0,-,,
1693,133063233,Addidas Jacket I-9175,Jacket,S,Желтый,Хлопок,413574.0,4.25,440742.0,+,yes,
1513,253512696,Addidas Jacket J-7629,Jacket,S,Голубой,Шелк,320908.0,2.64,157010.0,-,,yes
2303,145383396,Addidas Jacket L-2644,Jacket,XXL,Голубой,Шерсть,837403.0,3.68,458806.0,-,no,no
1581,502867426,Addidas Jacket N-1407,Jacket,XL,Фиолетовый,Шелк,888476.0,3.13,933909.0,+,,
1079,269418153,Addidas Jacket N-4434,Jacket,L,Красный,Нейлон,626735.0,2.46,804544.0,,no,no
2844,832430863,Addidas Jacket Q-2699,Jacket,S,Зеленый,Нейлон,819851.0,2.23,969475.0,-,no,no
1967,617709071,Addidas Jacket T-8606,Jacket,XL,Синий,Нейлон,350452.0,2.1,971402.0,-,yes,yes
1708,901601959,Addidas Jacket W-4752,Jacket,S,Синий,Хлопок,902214.0,2.25,620131.0,,no,no
2334,175786640,Addidas Jacket W-5269,Jacket,XXL,Фиолетовый,Кожа,281975.0,3.67,7756.0,,no,yes
1011,476507854,Addidas Jeans C-9571,Jeans,S,Зеленый,Полиэстер,634083.0,3.53,326803.0,,,no
3321,235091059,Addidas Jeans E-7224,Jeans,XL,Красный,Шерсть,633866.0,1.46,165615.0,,,
1020,564218381,Addidas Jeans J-3408,Jeans,M,Оранжевый,Кожа,599279.0,3.59,10654.0,,yes,no
843,684444406,Addidas Jeans K-4480,Jeans,S,Синий,Лен,829681.0,1.01,407681.0,,,yes
353,570577403,Addidas Jeans R-2197,Jeans,XL,Зеленый,Шерсть,281848.0,4.05,358374.0,,,
1048,975110581,Addidas Jeans R-9594,Jeans,XL,Красный,Шерсть,186950.0,3.24,657671.0,-,yes,
637,340046830,Addidas Jeans U-2237,Jeans,XL,Фиолетовый,Шерсть,908478.0,4.94,855949.0,-,,no
2608,524507558,Addidas Jeans U-8426,Jeans,XL,Красный,Полиэстер,606076.0,2.17,87707.0,-,yes,
3457,464718450,Addidas Pants C-2620,Pants,S,Красный,Шелк,186594.0,2.68,694833.0,,,yes
807,363780550,Addidas Pants C-3282,Pants,XXL,Красный,Вискоза,819526.0,4.84,888148.0,+,,no
2668,884987421,Addidas Pants D-1279,Pants,S,Зеленый,Хлопок,817722.0,2.41,337329.0,+,yes,no
398,477505150,Addidas Pants D-3901,Pants,S,Синий,Шерсть,902344.0,2.72,567234.0,+,no,
1410,927906598,Addidas Pants E-9710,Pants,XXL,Фиолетовый,Хлопок,631127.0,3.19,171488.0,-,no,
1257,333771617,Addidas Pants F-3527,Pants,XL,Зеленый,Шерсть,257111.0,2.87,423697.0,-,no,
3210,563204478,Addidas Pants H-4311,Pants,S,Синий,Вискоза,839756.0,3.55,815918.0,-,no,
2407,131124170,Addidas Pants P-8144,Pants,L,Красный,Вискоза,784640.0,4.57,229962.0,+,no,
743,316130502,Addidas Pants V-4060,Pants,S,Голубой,Шерсть,620739.0,3.31,480976.0,,yes,no
1661,421410250,Addidas Pants W-5812,Pants,L,Голубой,Нейлон,196158.0,4.19,507868.0,+,no,no
3584,850908558,Addidas Pants W-6616,Pants,L,Фиолетовый,Полиэстер,188116.0,4.01,128361.0,+,,yes
3476,697393308,Addidas Pants W-6942,Pants,L,Красный,Полиэстер,481525.0,4.41,395482.0,-,yes,yes
602,565577107,Addidas Pants X-1152,Pants,XXL,Оранжевый,Хлопок,902094.0,4.97,978594.0,-,,yes
670,370810765,Addidas Pants Y-2972,Pants,L,Красный,Шерсть,844663.0,3.26,760529.0,,,yes
890,861953728,Addidas Pants Y-8125,Pants,XL,Зеленый,Шелк,101099.0,3.51,226083.0,,no,yes
2899,811260746,Addidas Pants Z-7874,Pants,XXL,Оранжевый,Лен,263097.0,1.53,404635.0,+,yes,yes
3239,946209167,Addidas Shirt B-4718,Shirt,S,Оранжевый,Лен,942790.0,4.5,608361.0,-,,yes
3595,888708941,Addidas Shirt B-8275,Shirt,L,Оранжевый,Нейлон,808972.0,3.18,862538.0,-,no,yes
3342,971084176,Addidas Shirt C-6487,Shirt,XXL,Желтый,Вискоза,515806.0,3.23,571980.0,+,,yes
1652,577962066,Addidas Shirt F-5236,Shirt,XXL,Желтый,Нейлон,871963.0,2.89,499121.0,,,
1783,537499819,Addidas Shirt I-8372,Shirt,M,Голубой,Хлопок,505722.0,3.16,823759.0,-,,no
1973,814163756,Addidas Shirt L-1919,Shirt,L,Синий,Шелк,301923.0,4.76,568911.0,-,,
362,899997721,Addidas Shirt L-5877,Shirt,XL,Желтый,Вискоза,519239.0,3.45,261950.0,+,,
343,997734517,Addidas Shirt N-1272,Shirt,M,Голубой,Полиэстер,830024.0,3.06,966497.0,+,,yes
3486,694861550,Addidas Shirt N-9720,Shirt,XL,Голубой,Вискоза,289288.0,1.75,203961.0,+,,no
2404,154926437,Addidas Shirt Q-4094,Shirt,S,Зеленый,Шелк,850790.0,3.1,599945.0,,,no
3030,752702120,Addidas Shirt Q-7473,Shirt,S,Голубой,Шерсть,581386.0,4.58,422033.0,,,no
3173,433113976,Addidas Shirt V-5807,Shirt,M,Оранжевый,Хлопок,811101.0,2.39,848871.0,+,,
1242,722025732,Addidas Shoes A-4312,Shoes,S,Синий,Шерсть,868253.0,1.64,303048.0,,,yes
932,313441154,Addidas Shoes C-3021,Shoes,L,Красный,Кожа,375741.0,3.02,300943.0,,yes,yes
1578,738521150,Addidas Shoes D-5189,Shoes,L,Оранжевый,Полиэстер,807255.0,2.43,498496.0,,yes,no
1821,759550823,Addidas Shoes F-6620,Shoes,S,Синий,Шерсть,504851.0,3.52,890646.0,,no,no
2872,334822478,Addidas Shoes F-9347,Shoes,XL,Синий,Полиэстер,652521.0,2.4,211625.0,-,,yes
726,397299887,Addidas Shoes K-7338,Shoes,XL,Оранжевый,Шерсть,683854.0,4.03,880020.0,+,yes,yes
2170,657394927,Addidas Shoes L-5596,Shoes,XL,Красный,Кожа,948599.0,3.82,563890.0,-,yes,
913,267272398,Addidas Shoes O-5337,Shoes,XL,Желтый,Шелк,158852.0,3.6,109072.0,-,no,
1964,167781319,Addidas Shoes Q-7980,Shoes,L,Оранжевый,Вискоза,972008.0,2.34,541447.0,-,no,no
1956,391382126,Addidas Shoes R-5182,Shoes,M,Желтый,Кожа,684145.0,2.38,14103.0,,,
3590,378265593,Addidas Shoes V-6926,Shoes,XL,Желтый,Шерсть,825707.0,4.26,227375.0,,yes,yes
2026,191874545,Addidas Shoes W-3558,Shoes,S,Фиолетовый,Лен,811804.0,1.48,840592.0,-,,no
2514,116681106,Addidas Shoes W-7525,Shoes,XXL,Оранжевый,Вискоза,833746.0,2.06,216275.0,-,,yes
1414,403059994,Addidas Shoes X-4611,Shoes,M,Фиолетовый,Шерсть,553082.0,2.72,848308.0,+,,yes
1419,153833881,Addidas Shoes X-8142,Shoes,M,Желтый,Вискоза,350690.0,4.12,908902.0,,no,no
1681,872072085,Addidas Shoes Y-9238,Shoes,M,Голубой,Хлопок,334844.0,2.0,340291.0,+,,no
2676,691198062,Addidas Skirt A-3960,Skirt,M,Красный,Шерсть,969642.0,4.13,723886.0,+,,no
667,186915737,Addidas Skirt A-5753,Skirt,XL,Зеленый,Нейлон,744991.0,3.89,650175.0,+,no,no
2228,219729366,Addidas Skirt B-2979,Skirt,L,Желтый,Шерсть,761503.0,1.0,588209.0,,yes,
616,806522239,Addidas Skirt D-3563,Skirt,XXL,Зеленый,Полиэстер,213967.0,2.36,734996.0,+,,no
1935,987946520,Addidas Skirt K-5768,Skirt,L,Фиолетовый,Хлопок,912963.0,1.12,80674.0,,,yes
1645,672113918,Addidas Skirt K-9028,Skirt,M,Фиолетовый,Шелк,991007.0,4.4,668234.0,-,,yes
2852,615010666,Addidas Skirt P-7469,Skirt,XXL,Фиолетовый,Лен,228586.0,1.76,844204.0,-,,no
2464,823107268,Addidas Skirt P-7999,Skirt,M,Красный,Полиэстер,899235.0,4.26,794294.0,,yes,
2741,398571697,Addidas Skirt Q-4675,Skirt,XXL,Синий,Полиэстер,917582.0,4.96,556046.0,,no,yes
3507,530664279,Addidas Skirt T-2136,Skirt,XL,Зеленый,Полиэстер,600663.0,3.68,659121.0,,,no
845,989641175,Addidas Skirt T-8211,Skirt,M,Синий,Хлопок,919563.0,2.79,184549.0,,yes,no
895,143971691,Addidas Skirt U-7976,Skirt,XXL,Фиолетовый,Кожа,647228.0,3.7,747395.0,-,no,yes
815,816297055,Addidas Skirt W-3517,Skirt,XXL,Голубой,Шелк,888055.0,1.66,888693.0,-,yes,no
1149,807196711,Addidas Skirt X-8199,Skirt,L,Красный,Вискоза,175786.0,1.19,774898.0,,no,no
1710,329422369,Addidas Skirt X-9244,Skirt,XL,Красный,Шелк,738822.0,1.97,69679.0,+,no,
3384,720500561,Addidas Skirt Y-6449,Skirt,L,Синий,Кожа,936963.0,4.58,496757.0,,,
106,284528660,Addidas Skirt Y-8410,Skirt,XXL,Голубой,Вискоза,935097.0,4.83,429777.0,,no,no
1117,115961346,Addidas Skirt Z-2447,Skirt,XL,Синий,Полиэстер,738917.0,2.38,189092.0,,no,
1413,696588926,Addidas Socks A-9380,Socks,M,Фиолетовый,Полиэстер,833278.0,1.11,250245.0,-,no,no
3150,273568399,Addidas Socks B-2680,Socks,S,Зеленый,Шелк,535998.0,1.59,371305.0,-,yes,no
2964,772589632,Addidas Socks C-6688,Socks,XL,Фиолетовый,Шелк,658624.0,2.7,484879.0,,,
355,717939749,Addidas Socks E-4154,Socks,M,Зеленый,Шелк,490549.0,1.28,642741.0,,yes,no
2088,171335544,Addidas Socks G-9205,Socks,M,Синий,Кожа,935683.0,3.91,849398.0,+,,no
166,765477181,Addidas Socks I-1103,Socks,M,Фиолетовый,Шелк,500360.0,1.36,505003.0,+,,yes
2463,866204962,Addidas Socks I-2697,Socks,L,Зеленый,Шелк,626791.0,1.38,443883.0,-,,no
3463,656307566,Addidas Socks J-9261,Socks,M,Фиолетовый,Лен,954339.0,4.15,742150.0,+,,no
2332,487274868,Addidas Socks J-9853,Socks,XL,Оранжевый,Хлопок,218212.0,2.48,901907.0,+,yes,
3368,240836103,Addidas Socks L-1911,Socks,M,Голубой,Лен,315512.0,4.77,522789.0,-,yes,yes
1433,347861006,Addidas Socks O-8422,Socks,S,Зеленый,Хлопок,824218.0,1.94,120567.0,,,yes
2203,918988465,Addidas Socks P-2720,Socks,S,Оранжевый,Нейлон,117811.0,1.58,262140.0,-,no,no
2222,847484193,Addidas Socks Q-7300,Socks,XXL,Оранжевый,Хлопок,120639.0,2.19,186785.0,-,no,no
35,898948576,Addidas Socks R-8066,Socks,XXL,Оранжевый,Вискоза,776020.0,3.8,696491.0,-,yes,no
3214,930420073,Addidas Socks S-8673,Socks,XL,Синий,Кожа,621149.0,4.15,658846.0,,,
1771,154845500,Addidas Socks U-5054,Socks,S,Фиолетовый,Хлопок,926697.0,4.64,34472.0,+,no,
1753,841007988,Addidas Socks U-6310,Socks,XXL,Красный,Нейлон,710647.0,4.71,29847.0,,no,no
3434,848898752,Addidas Socks V-4549,Socks,S,Фиолетовый,Шелк,125402.0,3.06,226052.0,+,yes,yes
1905,341753309,Addidas Socks Y-3337,Socks,XXL,Оранжевый,Вискоза,991686.0,1.09,946871.0,,yes,
940,260935718,Addidas Sweater A-1368,Sweater,M,Красный,Полиэстер,916394.0,4.67,168444.0,,yes,
1854,966798583,Addidas Sweater A-2840,Sweater,L,Красный,Вискоза,125877.0,4.19,635378.0,,yes,yes
82,361269252,Addidas Sweater A-3111,Sweater,L,Зеленый,Вискоза,542939.0,4.1,934053.0,-,no,
1068,877580209,Addidas Sweater A-7675,Sweater,XL,Красный,Нейлон,813715.0,3.21,249795.0,-,,
2885,747194809,Addidas Sweater E-4887,Sweater,L,Красный,Хлопок,681189.0,2.59,553445.0,,yes,
858,236081238,Addidas Sweater I-2560,Sweater,L,Синий,Шелк,821680.0,2.14,805060.0,,yes,
1297,930378228,Addidas Sweater J-3292,Sweater,XL,Фиолетовый,Полиэстер,727681.0,1.39,848249.0,-,no,yes
1142,425900457,Addidas Sweater J-3994,Sweater,L,Зеленый,Хлопок,977762.0,2.3,773670.0,,no,
889,219273120,Addidas Sweater L-4489,Sweater,S,Синий,Хлопок,377211.0,4.08,668188.0,,,no
3503,899130907,Addidas Sweater N-1511,Sweater,L,Голубой,Лен,893569.0,3.09,36710.0,,no,no
1610,917491556,Addidas Sweater O-3340,Sweater,M,Голубой,Лен,196718.0,2.67,955610.0,,no,no
2264,507761951,Addidas Sweater O-7262,Sweater,M,Желтый,Вискоза,738441.0,4.75,221601.0,+,,
1480,591032718,Addidas Sweater P-2920,Sweater,XXL,Красный,Шелк,283768.0,3.74,796756.0,-,,
2287,463765011,Addidas Sweater P-3292,Sweater,S,Зеленый,Вискоза,603525.0,3.97,470516.0,-,no,yes
628,460526422,Addidas Sweater Q-5144,Sweater,L,Красный,Полиэстер,569365.0,1.2,635588.0,-,,no
1208,770976247,Addidas Sweater V-4040,Sweater,M,Синий,Кожа,349631.0,2.99,358893.0,-,no,no
1733,907799252,Addidas Sweater X-8326,Sweater,XL,Зеленый,Вискоза,886689.0,4.32,308654.0,,no,no
2337,349657152,Addidas Sweater Z-9818,Sweater,L,Оранжевый,Полиэстер,552493.0,3.22,849480.0,-,no,no
1049,865112843,Addidas T-shirt B-1382,T-shirt,M,Красный,Полиэстер,642974.0,3.4,648292.0,,yes,
2433,484881144,Addidas T-shirt B-7936,T-shirt,M,Зеленый,Хлопок,479205.0,1.06,728861.0,-,,yes
2157,920950544,Addidas T-shirt B-9912,T-shirt,S,Желтый,Вискоза,176832.0,2.64,456173.0,+,no,
516,415989677,Addidas T-shirt I-1585,T-shirt,M,Оранжевый,Шелк,522778.0,3.97,668260.0,,yes,
979,218560454,Addidas T-shirt I-7852,T-shirt,L,Голубой,Кожа,524047.0,2.91,740157.0,-,yes,
1634,270670543,Addidas T-shirt J-2680,T-shirt,XXL,Зеленый,Нейлон,408465.0,1.62,508985.0,-,no,
805,803278499,Addidas T-shirt J-3846,T-shirt,XXL,Оранжевый,Вискоза,424626.0,4.44,28775.0,+,no,yes
954,452372143,Addidas T-shirt J-7310,T-shirt,XXL,Оранжевый,Полиэстер,808747.0,4.41,959489.0,+,,no
11,530535991,Addidas T-shirt K-2300,T-shirt,XXL,Голубой,Вискоза,895397.0,4.37,44268.0,-,,
3043,499486968,Addidas T-shirt M-4681,T-shirt,L,Зеленый,Полиэстер,389609.0,2.36,276944.0,+,no,
2087,271507146,Addidas T-shirt Q-3561,T-shirt,S,Фиолетовый,Шерсть,543000.0,1.02,739502.0,,no,no
2008,526637483,Addidas T-shirt X-2219,T-shirt,S,Зеленый,Кожа,525361.0,4.64,340659.0,-,,no
730,908240610,Addidas T-shirt Z-5647,T-shirt,XL,Синий,Лен,406936.0,1.76,958310.0,-,,
1889,286236455,Addidas T-shirt Z-5949,T-shirt,XXL,Синий,Хлопок,592409.0,4.18,695997.0,,,
2389,956170787,Addidas Umbrellas A-5062,Umbrellas,S,Красный,Шелк,197272.0,3.77,77426.0,+,no,yes
999,595446605,Addidas Umbrellas G-5829,Umbrellas,XXL,Оранжевый,Шерсть,741154.0,1.79,854589.0,,,
3348,302014216,Addidas Umbrellas G-7080,Umbrellas,XL,Фиолетовый,Полиэстер,520895.0,1.54,184720.0,,no,
2339,611102277,Addidas Umbrellas H-4779,Umbrellas,XXL,Желтый,Лен,611751.0,3.88,152787.0,-,no,yes
1217,182708157,Addidas Umbrellas I-7880,Umbrellas,XXL,Красный,Шерсть,836614.0,3.64,524560.0,-,no,no
3095,789173311,Addidas Umbrellas M-1990,Umbrellas,M,Фиолетовый,Нейлон,846318.0,4.44,553213.0,,no,
485,981042886,Addidas Umbrellas M-2337,Umbrellas,XL,Синий,Нейлон,348678.0,1.65,403394.0,+,no,
1021,911180506,Addidas Umbrellas Q-8251,Umbrellas,S,Фиолетовый,Шерсть,205838.0,2.7,121312.0,+,,
1143,994226693,Addidas Umbrellas Q-9445,Umbrellas,S,Голубой,Лен,128777.0,3.86,425692.0,,no,yes
2840,572118078,Addidas Umbrellas R-6147,Umbrellas,M,Зеленый,Хлопок,116839.0,4.71,249603.0,-,no,yes
2821,998010272,Addidas Umbrellas S-4593,Umbrellas,L,Синий,Лен,834347.0,2.7,388245.0,-,yes,
3234,984418417,Addidas Umbrellas S-4654,Umbrellas,S,Синий,Полиэстер,703263.0,1.4,434390.0,,no,
1707,684649924,Addidas Umbrellas W-4339,Umbrellas,L,Фиолетовый,Полиэстер,175485.0,2.51,368578.0,-,no,
2298,300508004,Addidas Umbrellas Y-2196,Umbrellas,XXL,Желтый,Вискоза,720647.0,2.59,660797.0,,no,
2209,157941402,Adidas Belts B-2271,Belts,M,Красный,Вискоза,753556.0,2.66,99161.0,-,no,no
2281,724017909,Adidas Belts D-4099,Belts,XL,Синий,Лен,938131.0,3.05,564441.0,+,no,yes
164,588279913,Adidas Belts D-5461,Belts,S,Фиолетовый,Вискоза,689560.0,3.16,687897.0,,no,
